Delta.Compl1.49_S49	Delta.Compl1.67_S67	Delta.Compl3.51_S51	Delta.Compl3.69_S69	Delta.Compl4.52_S52	Delta.Compl4.70_S70	Delta.Compl5.53_S53	Delta.Compl5.71_S71	Delta1.43_S43	Delta1.61_S61	Delta2.44_S44	Delta2.62_S62	Delta3.45_S45	Delta3.63_S63	Delta5.47_S47	Delta5.65_S65	WT2.38_S38	WT2.56_S56	WT3.39_S39	WT3.57_S57	WT4.40_S40	WT4.58_S58	WT5.41_S41	WT5.59_S59	Delta.m11	DeltaCompl.m13	DeltaCompl.m15	DeltaCompl.m16	DeltaCompl.m17	WT.m2	WT.m3	WT.m4	WT.m5	Delta.m7	Delta.m8	Delta.m9
OTU_54055	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	8	0	5	0	0	1	0	0	0	0	1	0	0	1	0	3	0
OTU_54056	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	2	0	2	0	4	0	0	0
OTU_54057	1	1	0	12	0	2	0	5	0	3	0	0	0	4	0	2	0	0	0	0	0	0	0	5	0	1	0	2	0	1	1	0	0	0	2	1
OTU_54058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	3	0	4	0
OTU_54059	3	4	0	0	0	0	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	0	0	0
OTU_54060	0	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	6	0	1	0	0	3	0	0	0	1	1	0	0	3	0	0	0
OTU_54061	8	4	1	2	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	2	1	2	0	0	0	0	4	0	0	0	0	0
OTU_54062	2	0	1	1	18	4	0	0	1	2	1	6	3	2	16	27	3	15	7	6	3	23	1	2	3	14	36	0	0	9	1	5	2	1	30	7
OTU_54066	0	0	0	1	0	1	0	1	0	0	1	2	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	4	0	4	1	2	5	0
OTU_54067	0	0	0	5	2	4	3	0	2	2	2	0	3	13	2	3	0	6	1	1	0	1	0	2	0	2	0	7	0	4	2	0	1	0	9	4
OTU_54071	0	0	0	5	0	0	0	1	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	18	9	2	4	0	8	1	3	1	4	2	0
OTU_54073	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	3	0	1	0	0	3	0	0	2	0	1	0	0	1	0	0	0
OTU_54074	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	5	2	1	1	1	2	1	1	1	3	1	1
OTU_54075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	16	0	0	0	0	0	0	0
OTU_54076	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1
OTU_54078	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0
OTU_54079	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	3	0	1	0	0	2	4
OTU_54080	0	0	3	5	13	2	2	2	2	10	13	3	26	48	3	6	2	2	2	1	2	1	2	1	0	1	2	29	2	2	2	2	0	0	19	6
OTU_54081	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
OTU_54082	1	0	1	4	1	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	1	1	0	0	3	0	0	1	0	0	2	0	1
OTU_54083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54084	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	5	1	0	0	0	2	0	0	0	0	1	0
OTU_54085	2	0	1	1	2	0	0	0	1	0	0	0	2	0	0	1	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0	3	4	0	0	0
OTU_54087	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	1	2	1	2	3	1	0	0
OTU_54088	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54090	2	3	1	2	0	0	0	0	1	0	2	1	0	1	1	0	0	1	1	8	0	1	6	1	3	4	0	0	0	4	1	0	6	0	0	0
OTU_54091	0	1	0	6	0	1	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	1	2	2	2	0	2	0	1	0	0	2	0	0	0
OTU_54093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_54094	2	1	17	15	16	2	17	0	0	0	7	1	0	2	7	5	2	31	3	13	0	1	14	4	10	4	1	2	16	8	4	5	20	1	10	1
OTU_54097	3	5	3	1	0	2	3	0	2	0	0	1	0	0	1	0	6	18	1	4	0	0	1	3	1	0	0	0	0	1	2	2	0	0	0	0
OTU_54098	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU_54099	0	0	0	1	1	0	1	1	2	0	0	1	1	0	1	0	0	1	2	1	0	1	0	0	4	0	1	2	0	5	3	0	1	0	0	0
OTU_54100	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0
OTU_54101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_54102	0	0	0	0	3	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	2	1	0	0	2
OTU_54103	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU_54104	4	1	0	1	1	0	5	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	3	0	0	9	3	1	0	1	0	0	1
OTU_54105	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_54107	0	0	1	0	1	0	0	0	0	0	11	0	0	0	14	17	0	0	0	0	0	0	0	0	0	0	19	0	0	1	0	7	0	0	21	0
OTU_54108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	3	1	0	1	0	2	1	1	1
OTU_54110	2	1	0	0	20	9	0	0	1	2	0	0	0	1	0	0	1	3	1	1	0	0	1	0	1	0	0	2	0	0	0	0	4	0	0	0
OTU_54112	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
OTU_54113	2	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0
OTU_54115	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0
OTU_54116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54117	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	3	0	0	0	0	0	0	0	1	0	0	0
OTU_54118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54119	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	2	0	0	0	2	0	0	0	0
OTU_54120	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
OTU_54121	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54122	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_54124	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	1	2	1
OTU_54125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54126	0	0	2	0	10	1	1	2	0	3	0	2	0	5	0	0	2	4	3	0	0	0	1	1	0	3	0	2	7	9	1	0	0	10	0	0
OTU_54128	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	2	1	1	0	0	3	0	1	0	0	0	0	1	0	0	0	0	1
OTU_54129	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	3	2	0	0	1	0	0	0	1
OTU_54132	0	0	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	1	16	1	1	5	1	0	1	2	7	0	0	3
OTU_54134	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0
OTU_54136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54137	1	2	2	8	1	4	0	0	0	1	2	10	0	4	0	4	0	0	2	6	1	1	0	4	7	1	6	0	1	6	0	2	3	0	20	4
OTU_54138	1	0	3	2	8	3	5	0	1	0	2	0	0	0	2	1	4	4	2	0	0	1	0	0	2	0	1	2	3	1	0	0	3	0	4	0
OTU_54139	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	3	0	0	0	2	0	1	0	0	0
OTU_54140	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1
OTU_54141	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	1	1	0	0	2	0	0	0	4	0	0	0	1	0	4	0
OTU_54142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54143	1	0	0	3	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_54144	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_54145	0	0	0	3	2	0	1	0	1	4	0	1	0	0	0	0	0	0	0	0	1	3	0	0	5	1	5	2	2	6	3	1	0	1	2	0
OTU_54148	3	0	0	1	0	6	0	0	2	2	0	0	0	1	0	0	6	27	0	15	0	0	1	5	2	3	0	3	0	3	0	0	2	0	0	0
OTU_54150	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	2	1
OTU_54151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54152	1	2	1	6	0	0	0	0	2	1	0	0	0	3	0	0	2	0	1	41	0	1	0	2	11	0	0	3	0	3	0	0	5	0	0	0
OTU_54153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54154	6	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	5	0	0	0	4	0	1	0	1	0	0	0
OTU_54155	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
OTU_54156	9	0	0	0	0	0	4	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	1	1	0	2	0	0	0
OTU_54157	2	2	1	6	2	1	2	5	2	0	0	2	0	2	1	4	2	0	0	3	0	0	4	0	4	3	2	1	4	1	3	3	4	3	2	0
OTU_54158	2	1	1	1	1	5	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
OTU_54159	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0
OTU_54160	0	0	0	5	2	0	0	2	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	8	4	1	7	1	3	2	1	3	2	1	1
OTU_54162	0	2	2	5	1	0	2	3	2	0	2	1	0	3	0	4	6	3	0	0	0	1	5	3	5	3	0	3	0	6	5	1	1	0	4	0
OTU_54163	5	4	10	4	6	0	4	0	2	1	0	1	2	1	4	0	4	3	6	2	19	13	3	0	1	0	0	2	1	6	0	0	0	1	0	2
OTU_54165	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4	1	0	3	0
OTU_54167	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
OTU_54168	58	25	11	35	35	5	35	5	3	3	0	14	0	22	36	75	37	24	9	6	5	15	26	25	16	75	118	7	15	65	25	0	26	5	12	1
OTU_54177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	17	0	0	1	0	0	0	0	0	0	0	0	0	0	2
OTU_54178	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	3	1	0	1	0	0	1
OTU_54180	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	2	0	1	5	0	0	0	0	1	4	0	0	1	6	0	0	1	7
OTU_54181	117	123	28	69	36	13	707	166	12	18	80	2	1	16	88	196	38	15	2	2	0	2	25	46	190	249	39	96	208	36	59	342	96	11	37	2
OTU_54209	20	4	5	2	1	2	8	0	1	3	4	0	0	0	3	3	2	1	1	0	0	4	5	0	2	4	2	11	9	0	0	3	3	0	5	0
OTU_54210	0	0	0	5	2	0	0	3	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	2	2	0	1	0	1	0	0	0	0	0	2
OTU_54212	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	1	1	0	0	0	0
OTU_54214	14	6	1	8	0	0	3	0	2	2	0	0	0	4	1	0	10	0	4	10	0	0	3	3	8	0	0	3	1	20	13	0	12	0	0	0
OTU_54221	1	0	8	5	37	114	14	6	0	0	2	0	0	3	0	0	0	147	4	2	0	0	15	3	2	3	0	2	16	11	1	27	16	1	0	0
OTU_54226	0	2	0	6	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	1	1	1	4	2	5	3	2	5	5	0	0	0	0	0
OTU_54228	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	1	0	1	1	3	0	0	0	2
OTU_54230	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	3	0
OTU_54231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54234	2	6	0	2	1	1	1	2	1	0	2	0	1	1	0	2	4	7	0	9	0	5	0	0	3	0	0	1	4	1	0	1	3	0	15	2
OTU_54237	0	0	2	2	0	1	0	1	0	0	0	2	1	4	0	10	0	1	1	2	0	0	0	0	2	2	4	0	2	2	0	1	0	0	4	2
OTU_54239	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54240	2	1	3	7	4	0	1	1	0	6	2	6	0	0	3	1	0	0	5	1	3	8	6	0	29	6	1	8	5	1	1	6	9	0	4	2
OTU_54241	3	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	3	0	2	0
OTU_54242	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_54243	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	3	0	0	2	0
OTU_54244	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6	0	1	0	0	3	1	3	1	0	1	0	2	1	0	2	0	0	0
OTU_54246	0	1	0	0	0	0	0	1	1	6	0	2	0	0	2	0	0	0	0	0	0	3	1	0	1	0	6	3	1	1	0	0	2	1	1	0
OTU_54247	0	0	0	0	4	0	0	0	0	7	1	0	0	2	0	1	0	0	2	0	2	1	0	0	8	0	6	4	0	3	0	2	0	2	0	3
OTU_54248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54249	5	2	1	2	1	0	3	0	1	6	0	1	0	1	1	0	2	1	3	2	0	3	8	2	0	9	0	1	2	3	5	1	2	1	2	0
OTU_54250	2	7	0	1	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	4	3	3	1	4	0	1	0
OTU_54252	0	0	1	0	4	1	0	0	1	2	0	0	1	0	0	0	2	3	0	8	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0
OTU_54253	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_54254	2	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	3	0	0	3
OTU_54255	1	0	0	1	0	0	0	0	1	1	0	0	0	2	1	0	1	12	0	4	0	0	0	1	2	2	0	1	0	2	0	0	1	2	0	0
OTU_54258	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	3	0	0	0	1	0	0	0	0
OTU_54259	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0
OTU_54260	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
OTU_54261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU_54262	1	0	0	0	1	0	0	0	3	1	0	0	0	0	8	1	3	12	1	5	0	0	1	1	0	4	3	0	1	0	3	1	7	0	0	0
OTU_54264	3	11	1	1	0	2	2	2	0	1	0	0	0	1	0	0	2	1	0	0	0	0	2	1	1	0	0	3	0	0	0	1	0	0	2	0
OTU_54266	0	0	1	0	1	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	1	0	2	0	0	2
OTU_54267	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0
OTU_54268	0	0	0	0	0	1	1	2	0	1	1	1	2	5	0	1	0	0	0	0	0	0	2	1	0	0	0	4	0	0	1	0	0	0	3	1
OTU_54269	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	18	0	1	0	4	2	0	0	0	0	6	0	0	1	1	3	0
OTU_54271	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_54272	7	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0
OTU_54273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54274	0	0	0	1	2	0	0	0	0	1	0	4	1	3	0	0	0	0	0	0	1	1	0	0	30	13	3	9	2	2	0	4	0	2	0	3
OTU_54276	0	0	0	0	0	0	1	1	2	2	0	0	0	2	0	0	0	0	4	0	0	4	0	0	2	0	1	0	0	0	1	0	1	0	1	0
OTU_54277	2	0	0	3	1	2	0	1	0	0	2	0	0	0	0	0	2	7	0	3	0	3	3	1	4	0	0	1	1	2	0	0	7	0	18	0
OTU_54279	0	0	1	0	0	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	1	0	6	1	1	4	1	0	1	2	0	1	0	0
OTU_54280	2	1	1	2	5	5	0	0	0	1	0	0	0	0	1	2	1	8	1	9	3	9	1	3	8	3	0	0	2	3	1	0	2	0	7	1
OTU_54281	2	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	10	0	0	0	2	1	3	0	1	0	0	0
OTU_54282	11	3	0	2	3	1	5	9	2	3	0	0	0	1	5	9	1	1	0	0	0	0	1	1	7	8	0	1	4	1	2	2	6	0	1	0
OTU_54284	4	1	0	0	0	0	9	1	1	1	1	0	0	1	1	1	2	0	0	0	0	0	1	0	1	0	0	0	9	3	1	1	1	0	3	0
OTU_54285	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
OTU_54286	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_54287	0	0	1	3	0	0	0	0	1	0	7	1	0	2	1	3	0	0	7	0	5	2	1	0	1	0	7	0	1	8	0	1	1	0	1	1
OTU_54288	0	1	1	13	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0
OTU_54289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	5	0	0	1	0	4	0	0	0
OTU_54290	0	0	0	3	1	0	0	0	0	3	0	5	0	0	0	1	0	0	2	0	4	1	0	0	8	4	11	14	1	7	3	6	0	2	5	3
OTU_54291	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	3	1	0	19	0	0	0	0	0	0	0	0	0	0	2	0	2	1
OTU_54292	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0
OTU_54293	0	0	1	0	1	0	0	0	0	1	2	0	2	0	0	0	0	0	2	0	6	3	0	0	1	1	1	0	0	0	0	1	1	1	0	0
OTU_54295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54296	0	0	0	2	0	0	0	1	0	0	0	4	0	1	0	1	0	0	2	0	0	0	0	1	18	6	3	3	0	2	0	1	2	15	1	4
OTU_54297	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_54298	9	1	14	3	0	0	9	0	0	0	9	0	1	0	1	0	3	0	5	0	1	1	1	0	2	0	5	0	0	2	2	1	0	1	0	0
OTU_54299	0	0	0	0	2	3	2	1	2	2	0	0	0	2	1	2	2	13	1	11	1	8	6	5	1	1	0	1	1	3	0	0	0	1	3	2
OTU_54302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54303	6	0	2	2	0	0	2	7	0	1	3	0	0	0	2	8	0	0	1	0	0	0	0	1	0	1	11	0	2	2	0	0	0	0	4	0
OTU_54304	0	0	0	0	3	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	1	0	1	0
OTU_54305	0	0	0	0	0	0	0	1	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	2	1
OTU_54306	0	0	0	0	0	0	5	5	0	0	0	25	15	17	0	0	0	0	0	0	9	105	0	0	0	0	0	0	23	0	0	0	0	0	26	41
OTU_54307	2	1	0	0	0	0	1	0	1	0	2	0	0	0	1	0	1	4	0	4	0	2	0	0	1	0	1	0	7	2	0	0	0	0	1	0
OTU_54308	2	0	3	1	2	2	1	0	0	0	1	1	1	2	0	0	0	2	2	1	1	11	5	0	0	0	0	0	0	0	0	0	2	0	3	1
OTU_54310	0	0	1	3	2	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	2	0	1	3	4	4	2	1	4	1	0	2	1	0	0
OTU_54311	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	3	0
OTU_54312	1	3	2	3	0	0	3	0	0	0	0	0	0	0	0	0	2	8	0	1	0	6	2	0	4	3	0	3	1	1	0	0	1	0	1	0
OTU_54313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	7	3	1	0	4	4	0	0	0	0
OTU_54314	2	2	0	0	0	0	3	0	0	0	0	6	1	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	5	4
OTU_54315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_54316	1	0	0	6	0	0	0	1	0	0	1	3	2	3	0	3	0	0	0	0	0	1	1	3	10	6	4	4	1	4	2	2	1	0	2	3
OTU_54317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	72	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0
OTU_54318	0	0	0	3	3	0	0	5	0	0	5	4	5	7	1	0	1	0	6	0	4	2	0	2	11	4	7	1	3	2	5	7	0	1	0	2
OTU_54320	0	0	0	0	0	0	0	0	1	5	1	0	1	1	0	0	0	0	0	0	0	1	1	0	5	0	1	0	0	3	1	0	1	1	0	4
OTU_54321	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	5	0	4	1	3	0	0	0	1	0	0	1	1	0	0	0	0	1
OTU_54322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	1	6	1	1	0	1	1	0	0	0	0
OTU_54323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
